#,Nome,Categoria,Favorito,Resolvidos,Nível,col_6
3090,,Campo de Batalha,Ad-Hoc,,386,6
3091,,Resto 1.0,Iniciante,,6.525,1
3092,,Truco da Galera 2.0,Ad-Hoc,,82,5
3093,,Truco da Galera 1.0,Ad-Hoc,,769,1
3094,,Truco da Galera 3.0,Ad-Hoc,,40,5
3095,,Pudim dos Guerreiros,Paradigmas,,39,5
3096,,Overflow,Matemática,,320,7
3097,,Um Desafio Simples,Estruturas e Bibliotecas,,84,5
3098,,Plíndromo,Paradigmas,,116,5
3099,,O Problema do 7 x 1,Matemática,,103,5
3100,,Os Dígitos da Sorte,Strings,,93,5
3101,,Famílias Poligâmicas,Grafos,,46,5
3102,,Kikoho,Matemática,,542,3
3103,,Número da Sorte,Strings,,596,7
3104,,Resto 2.0,Matemática,,674,10
3105,,Dobrando Papel,Ad-Hoc,,126,10
3106,,Competição de Códigos,Ad-Hoc,,1.564,2
3107,,Pulo do Sapo,Paradigmas,,104,5
3108,,Arremesse os BigOs!,Geometria Computacional,,10,5
3109,,Trocando de Mesa,Ad-Hoc,,451,1
3110,,Farcos e o Xorshift,Matemática,,9,5
3111,,A Vitória de Jim,Ad-Hoc,,10,5
3112,,Decodificação Ambígua,Ad-Hoc,,47,5
3113,,Cadeado Insano,Ad-Hoc,,4,5
3114,,Parkour,Paradigmas,,38,5
3115,,Estradas,Grafos,,161,6
3116,,Seguidores Impossíveis,Paradigmas,,9,5
3117,,Atrasadinhos,Ad-Hoc,,963,2
3118,,"Bactérias, Suas Loucas!",Strings,,166,5
3119,,As Aventuras do Calango Atômico,Grafos,,83,5
3120,,Jogada de Marketing,Ad-Hoc,,8,5
3121,,Acionista Por um Dia,Ad-Hoc,,8,5
3122,,Festa de Final de Ano,Ad-Hoc,,5,5
3123,,Pedras do Gênesis,Ad-Hoc,,19,5
3124,,"Minha Reforma, Minha Vida",Grafos,,76,5
3125,,Princesa das Equações,Ad-Hoc,,1,5
3126,,Lista de Treinamento,Ad-Hoc,,2.716,1
3127,,Kampeonato de Feijão,Ad-Hoc,,13,5
3128,,Regras do Cinema,Ad-Hoc,,571,5
3129,,Figurinhas Repetidas,Ad-Hoc,,743,5
3130,,Caixas Por Todo Lado,Ad-Hoc,,56,5
3131,,Índice de Reputação,Ad-Hoc,,35,5
3132,,DNA Alienígena,Ad-Hoc,,74,5
3133,,Fila de Navios,Ad-Hoc,,153,5
3134,,Balança Equilibrada,Ad-Hoc,,279,5
3135,,Lista de Nomes,Ad-Hoc,,1.133,5
3136,,Arquitetura de Pilha,Ad-Hoc,,248,5
3137,,Páginas de um Livro,Ad-Hoc,,893,5
3138,,Aniversário do Tobias,Matemática,,173,5
3139,,Buscando Novos Seguidores,Estruturas e Bibliotecas,,1.799,5
3140,,Copiando e Colando Código,Iniciante,,1.219,1
3141,,Dúvida Etária,Strings,,1.091,5
3142,,Excel Bugado,Iniciante,,1.499,1
3143,,Fugindo do Celular,Strings,,127,5
3144,,G de Grafo,Grafos,,931,5
3145,,Uma Jornada Inesperada,Iniciante,,2.598,1
3146,,Charadas no Escuro,Iniciante,,2.544,1
3147,,A Batalha dos Cinco Exércitos,Iniciante,,2.394,1
3148,,O Jardim,Estruturas e Bibliotecas,,85,4
3149,,A Noiva do Trevo,Estruturas e Bibliotecas,,398,2
3150,,O Esconderijo do Rambo,Grafos,,116,3
3151,,O Iogurte Divino,Paradigmas,,71,3
3152,,"Samuel, O Cafeicultor",Geometria Computacional,,701,3
3153,,Fake News,Paradigmas,,235,7
3154,,A Grande Festa,Matemática,,189,3
3155,,Sócrates e suas Perguntas,Estruturas e Bibliotecas,,49,7
3156,,Xadrez Galático,Geometria Computacional,,2,9
3157,,Viva a Ciência!,Iniciante,,3.009,1
3158,,O Bom Presidente,Grafos,,225,5
3159,,Tijolão,Strings,,815,2
3160,,Amigos,Estruturas e Bibliotecas,,1.831,3
3161,,As Frutas Esquecidas,Iniciante,,1.117,1
3162,,Comunicação Espacial,Iniciante,,1.402,4
3163,,Controlador de Vôo,Estruturas e Bibliotecas,,1.615,2
3164,,Fiscalizando Empresa,Iniciante,,59,5
3165,,Primos Gêmeos,Matemática,,746,1
3166,,Procurando Palavras na Diagonal Principal,Strings,,332,6
3167,,Procurando Palavras na Diagonal Secundária,Strings,,159,6
3168,,Aposta dos Gnomos,Ad-Hoc,,55,8
3169,,Batendo em Retirada,Grafos,,74,5
3170,,Bolinhas de Natal,Iniciante,,3.797,1
3171,,Cordão de Led,Estruturas e Bibliotecas,,897,1
3172,,Dali e Dila,Ad-Hoc,,25,10
3173,,Estrela de Natal,Iniciante,,527,1
3174,,Grupo de Trabalho do Noel,Iniciante,,2.375,1
3175,,Os Presentes Do Noel,Ad-Hoc,,337,2
3176,,Time de Duendes,Estruturas e Bibliotecas,,892,2
3177,,Fábrica de Brinquedos do Papai Noel,Ad-Hoc,,40,8
3178,,Avenida de Álamos,Paradigmas,,4,5
3179,,Melhor Compressão de Todas,Matemática,,28,7
3180,,Roubo de Código,Strings,,8,6
3181,,Jantar,Iniciante,,29,3
3182,,Planejamento de Evento,Matemática,,572,3
3183,,Corrigindo os Bugs,Matemática,,4,8
3184,,Obtendo Ouro,Geometria Computacional,,264,2
3185,,Evidência Difícil,Matemática,,8,4
3186,,Cache Introspectivo,Estruturas e Bibliotecas,,13,5
3187,,Apenas Mais Alguns Triângulos!,Matemática,,10,7
3188,,Lista Telefônica,Ad-Hoc,,121,5
3189,,Cuckoo Hashing,Ad-Hoc,,31,5
3190,,Estacionamento Ideal,Estruturas e Bibliotecas,,80,5
3191,,Copiando DNA,Paradigmas,,3,5
3192,,Círculo de Dívida,Paradigmas,,5,5
3193,,Tanque Cheio?,Grafos,,19,5
3194,,Bonecas Aninhadas,Grafos,,6,5
3195,,Compradora Compulsiva,Paradigmas,,63,5
3196,,Moogle,Paradigmas,,4,5
3197,,Tiroteio,Paradigmas,,13,3
3198,,Guia Turístico,Ad-Hoc,,2,5
3199,,Jezzball,Ad-Hoc,,2,5
3200,,Truque de Cartas,Ad-Hoc,,12,5
3201,,Caixeiro Viajante,Estruturas e Bibliotecas,,6,5
3202,,Whac-a-Mole,Ad-Hoc,,4,5
3203,,Random Walking,Ad-Hoc,,4,5
3204,,Honeycomb Walk,Iniciante,,372,1
3205,,Nasty Hacks,Ad-Hoc,,86,5
3206,,Batida de Robos,Ad-Hoc,,23,5
3207,,Jogos Divertidos,Estruturas e Bibliotecas,,21,5
3208,,O Criptógrafo Envergonhado,Iniciante,,478,5
3209,,Tomadas Elétricas,Iniciante,,2.457,1
3210,,O Pior Clima de Todos,Estruturas e Bibliotecas,,15,5
3211,,Reino,Grafos,,6,5
3212,,Decomposição do Colar,Ad-Hoc,,9,5
3213,,Parque Infantil,Geometria Computacional,,12,5
3214,,Refrigerante,Iniciante,,2.068,2
3215,,Dinheiro Importa,Grafos,,289,3
3216,,Teste Alérgico,Matemática,,17,6
3217,,Chuva Caindo,Iniciante,,157,5
3218,,Fuga Rápida,Grafos,,6,5
3219,,Gokigen Naname,Ad-Hoc,,3,1
3220,,Planejamento de Vôo,Grafos,,8,6
3221,,Faróis,Grafos,,17,7
3222,,Cifra Playfair,Ad-Hoc,,15,4
3223,,Permutações de Código,Matemática,,6,4
3224,,Aaah!,Iniciante,,3.066,5
3225,,Ordenação dos Pães,Ad-Hoc,,274,5
3226,,Seleção de Biscoito,Ad-Hoc,,8,5
3227,,Doorman,Ad-Hoc,,197,5
3228,,Eco-driving,Ad-Hoc,,1,5
3229,,Resenhas de Comida,Iniciante,,53,5
3230,,Senhores da Guerra Galácticos,Iniciante,,69,5
3231,,Horror List,Iniciante,,136,5
3232,,Infiltration,Iniciante,,20,5
3233,,Suco,Iniciante,,26,5
3234,,Kindergarten,Iniciante,,38,5
3235,,Luggage,Iniciante,,70,5
3236,,Sucessão,Grafos,,10,5
3237,,Conectar,Grafos,,3,5
3239,,Dirty Driving,Estruturas e Bibliotecas,,33,5
3240,,Doodling,Ad-Hoc,,6,5
3241,,Ajude um Candidato a PhD!,Iniciante,,1.573,5
3247,,Robôs em uma Grade,Grafos,,165,5
3248,,Mega Inversões,Estruturas e Bibliotecas,,251,1
3249,,Death Knight Hero,Iniciante,,1.062,5
3250,,Problema no Elevador,Iniciante,,816,1
3251,,ls,Paradigmas,,40,5
3252,,Reus da Floresta,Iniciante,,265,1
3253,,Problemas com o Carro,Iniciante,,126,1
3254,,Espaço Privado,Ad-Hoc,,7,1
3255,,A Vez to Primo,Iniciante,,35,1
3256,,Divisão Inimiga,Iniciante,,107,1
3257,,Plantando Árvores,Matemática,,487,2
3258,,Fervendo Vegetais,Iniciante,,189,4
3259,,Truque Numérico,Matemática,,8,7
3260,,Robert Hood,Geometria Computacional,,32,4
3261,,Replicação de Vírus,Strings,,190,3
3262,,Timebomb,Strings,,170,2
3263,,Apague Com Segurança,Ad-Hoc,,498,2
3264,,Pinball,Grafos,,7,8
3265,,Reconstrução de Dança,Matemática,,0,7
3266,,Dartboard,Matemática,,78,4
3267,,Passeio no Penhasco,Iniciante,,29,6
3268,,Lounges da Amanda,Grafos,,7,5
3269,,Vigilância de Basin City,Grafos,,4,5
3270,,Praça Catalã,Matemática,,124,5
3271,,Jogo de Dados,Matemática,,130,5
3272,,Cerimônia de Abertura,Matemática,,46,5
3274,,Excursão,Paradigmas,,14,5
3275,,Foto de Relógios,Strings,,16,5
3276,,Quantos Quadrados?,Matemática,,9,5
3277,,Trabalho na Estrada,Paradigmas,,7,5
3278,,Passageiros de Trem,Ad-Hoc,,228,5
3299,,Números Má Sorte Pequenos,Iniciante,,3.103,2
3300,,Números Má Sorte Recarregados,Strings,,1.034,2
3301,,Sobrinho do Meio,Iniciante,,5.515,1
3302,,Resposta Certa,Iniciante,,4.355,1
3303,,Palavrão,Iniciante,,6.393,1
3304,,Alguma Sorte!,Matemática,,159,4
3305,,Bispos Dominantes,Ad-Hoc,,109,3
3306,,Consulta e Alteração,Iniciante,,458,2
3307,,Decora o Rolê!,Ad-Hoc,,720,2
3308,,Elevador,Matemática,,268,4
3309,,Felizes são estes Números,Ad-Hoc,,233,4
3310,,Gravity Boy,Strings,,177,2
3311,,Hudinho e o seu Trabalho,Strings,,524,2
3312,,Imberbe Matemático,Matemática,,573,2
3313,,Jogo de Palavras,Strings,,289,4
3314,,"Konfusa, a Colmeia!",Grafos,,28,7
3315,,Língua do Computador,Ad-Hoc,,605,2
3339,,Carina,Matemática,,497,3
3340,,Estudante De Mestrado,Grafos,,19,8
3341,,Grandmaster do Jogo do Caneco,Matemática,,43,10
3342,,Keanu,Iniciante,,5.603,2
3343,,Attack On Gasparini,Iniciante,,800,8
3344,,Brute,Iniciante,,2.148,3
3345,,O Passatempo de Ferdinacci,Matemática,,70,5
3346,,Flutuação do PIB,Iniciante,,2.351,1
3347,,Ancestralidade,Strings,,91,3
3348,,Jogo das Aranhas,Iniciante,,577,3
3349,,Armadura,Paradigmas,,67,3
3350,,A Casa das Sete Mulheres,Grafos,,6,6
3351,,Clickbait,Ad-Hoc,,150,4
3352,,"Fuja comigo, Galileu!",Geometria Computacional,,0,5
3353,,Araucárias e a Gralha Azul de Três Olhos,Strings,,11,6
3354,,Joãozinho Vem Para o Sul,Matemática,,53,3
3355,,Pinhões no Xadrez,Ad-Hoc,,51,3
3356,,Reprodução Controlada,Grafos,,278,3
3357,,Rico do Mate,Estruturas e Bibliotecas,,1.367,1
3358,,Sobrenome Não é Fácil,Strings,,3.219,1
3359,,Torres Antigas,Ad-Hoc,,13,5
3360,,"Porque, Arte!",Ad-Hoc,,4,5
3361,,Ciclistas contra Nuvens,Ad-Hoc,,5,5
3362,,Faturamentos Diários,Ad-Hoc,,3,5
3363,,Planos de Expedição,Ad-Hoc,,0,5
3364,,Divisão de Campos,Ad-Hoc,,50,5
3365,,Árvore Geradora,Ad-Hoc,,2,5
3366,,Hamilton - O Musical,Ad-Hoc,,35,5
3367,,Dinheiro Investido,Ad-Hoc,,37,5
3368,,Unindo Pares,Ad-Hoc,,20,5
3369,,KIARA é um Acrônimo Recursivo,Ad-Hoc,,140,5
3370,,Saindo de Yharnam,Ad-Hoc,,5,5
3371,,Caminho Mais Ordenado,Ad-Hoc,,8,5
3372,,Sudoku,Ad-Hoc,,18,5
3373,,Criptografia Da Vinci’s,Ad-Hoc,,15,5
3374,,F de a e b até k,Ad-Hoc,,6,5
3375,,Divisão Longa,Ad-Hoc,,41,5
3376,,Sobreposição Parcial,Ad-Hoc,,22,5
3377,,Geometria?! Por que não??,Ad-Hoc,,120,5
3378,,Blocos indistinguíveis,Ad-Hoc,,15,5
3379,,Chop Ahoy!,Ad-Hoc,,2,5
3380,,Dá um tempo!,Ad-Hoc,,26,5
3381,,Um por todos. Todos por tudo que existe,Ad-Hoc,,0,5
3382,,Seja esperto!,Ad-Hoc,,4,5
3383,,O jogo Tetris,Ad-Hoc,,4,5
3384,,Blocos de Madeira,Ad-Hoc,,187,5
3385,,Caminhe como um egípcio,Ad-Hoc,,17,5
3386,,O Excelente Saara,Ad-Hoc,,3,5
3387,,Johnny odeia a Teoria dos Números,Ad-Hoc,,10,5
3388,,A Terra é Plana!,Ad-Hoc,,2,5
3389,,The Double HeLiX,Ad-Hoc,,5,5
3390,,Alpha de Grau k,Ad-Hoc,,0,5
3391,,Ordene essa Fila,Ad-Hoc,,35,5
3392,,João ainda não consegue somar,Ad-Hoc,,2,5
3393,,Tudo Sobre o Três,Ad-Hoc,,5,5
3394,,A Maçã de Newton,Ad-Hoc,,23,5
3395,,O Relógio Euclidiano,Ad-Hoc,,5,5
3396,,Chop Ahoy! Revisitado!,Ad-Hoc,,8,5
3397,,Melhor do Multiverso,Ad-Hoc,,558,5
3398,,Moeda Convertida,Ad-Hoc,,480,5
3399,,Meu nome é Enésimo!,Ad-Hoc,,256,5
3400,,Amigo não tão secreto assim,Ad-Hoc,,51,5
3401,,Bicho da Goiaba Ataca Novamente,Ad-Hoc,,58,5
3403,,Dengoso,Ad-Hoc,,19,5
3404,,Estranho ou Engraçado,Ad-Hoc,,19,5
3405,,Fatorial,Ad-Hoc,,353,5
3406,,Gatas do Lincoln,Ad-Hoc,,32,5
3407,,Hora do Café,Ad-Hoc,,306,5
3408,,Ignore as Letras,Ad-Hoc,,202,5
3409,,"Júnior, como seu tio come?",Ad-Hoc,,52,5
3410,,Kebra Cabeça,Ad-Hoc,,23,5
3411,,Lá vai tinta!,Ad-Hoc,,49,5
3412,,Avaliações de Algoritmos,Ad-Hoc,,567,5
3413,,Baita Desafio Complexo,Ad-Hoc,,23,5
3414,,Chimambu,Ad-Hoc,,30,5
3415,,Ditados,Ad-Hoc,,85,5
3416,,Eu Quero Cafééé,Ad-Hoc,,1.673,5
3417,,Falcatrua,Ad-Hoc,,25,5
3418,,La Chaleur,Ad-Hoc,,36,5
3419,,Kimi Räikkönen,Ad-Hoc,,191,5
3420,,Torre de Cartas,Ad-Hoc,,221,5
3421,,Infinita String de Dígitos,Ad-Hoc,,50,5
3422,,José e a Súmula,Ad-Hoc,,792,5
3423,,Gostos Peculiares,Ad-Hoc,,22,5
3424,,Achando os Monótonos Não-Triviais Maximais,Ad-Hoc,,1.020,5
3425,,Brincando com Pedras,Ad-Hoc,,12,5
3426,,Cortes a Laser,Ad-Hoc,,11,5
3427,,Deslocando Partículas,Ad-Hoc,,117,5
3428,,Estourando Balões,Ad-Hoc,,494,5
3429,,Forca Multidimensional,Ad-Hoc,,100,5
3430,,Geometria Triangular,Ad-Hoc,,4,5
3431,,Habilitando a Movimentação,Ad-Hoc,,49,5
3432,,Interceptando Informações,Ad-Hoc,,1.633,5
3433,,Jogando 23,Ad-Hoc,,264,5
3435,,Listando Caminhos Tediosos,Ad-Hoc,,14,5
3436,,Maratona de Amarelinha,Ad-Hoc,,7,5
3437,,Números Virados,Ad-Hoc,,54,5
3438,,Energia × Tempo,Ad-Hoc,,5,5
3439,,Rota Crítica,Ad-Hoc,,21,5
3440,,Amigos ou Inimigos?,Ad-Hoc,,100,5
3442,,Pedindo dinheiro,Ad-Hoc,,15,5
3443,,Jogo de tabuleiro,Ad-Hoc,,20,5
3444,,Dobras da Cidade,Ad-Hoc,,54,5
3445,,Passeios cotidianos,Ad-Hoc,,521,5
3446,,Quadrados Vazios,Ad-Hoc,,77,5
3447,,Árvore Preferida,Ad-Hoc,,18,5
3448,,Detector de Ondas Gravitacionais,Ad-Hoc,,23,5
3449,,Restaurante Italian Calzone & Pasta Corner,Ad-Hoc,,34,5
3450,,Participando de uma Maratona,Ad-Hoc,,177,5
3451,,Impressão Preguiçosa,Ad-Hoc,,5,5
3452,,Labirinto em Parafuso,Ad-Hoc,,18,5
3453,,Carlinhos Adora Problemas,Ad-Hoc,,188,5
3454,,Alice no País do Jogo da Velha,Ad-Hoc,,1.355,5
3455,,Banco Nacional de Questões,Ad-Hoc,,453,5
3456,,Divisibilidade por 7,Ad-Hoc,,534,5
3457,,Estimando Pedras no Pote,Ad-Hoc,,83,5
3458,,Fabricação de Proteínas,Ad-Hoc,,51,5
3459,,GoldMagikarp,Ad-Hoc,,21,5
3460,,Hidratação na Ultramaratona,Ad-Hoc,,17,5
3461,,Interferência em Luzes Hexagonais Lights,Ad-Hoc,,56,5
3462,,Jogando Discos de Hanói,Ad-Hoc,,15,5
3463,,Kempner et al. e suas Potências,Ad-Hoc,,54,5
3464,,Latência na Rede,Ad-Hoc,,169,5
3465,,Cimba,Ad-Hoc,,447,5
3466,,Dados do Multiverso,Ad-Hoc,,42,5
3467,,Esse é o meu lugar!,Ad-Hoc,,329,5
3468,,"Faça mais, mas faça melhor!",Ad-Hoc,,448,5
3469,,In Site,Ad-Hoc,,249,5
3470,,Jogo do 8,Ad-Hoc,,83,5
3471,,Kashmir,Ad-Hoc,,55,5
3472,,Lá em cima do piano,Ad-Hoc,,74,2
3473,,Alerte o próximo!,Ad-Hoc,,840,5
3474,,Boa divisão,Ad-Hoc,,722,5
3475,,Conversor,Ad-Hoc,,510,5
3476,,A união faz a força!,Ad-Hoc,,205,5
3477,,Baú Danificado,Ad-Hoc,,550,5
3478,,Geiapan,Ad-Hoc,,210,5
3479,,Horo e os copos,Ad-Hoc,,643,5
3480,,Cadeiras Adjacentes,SQL,,923,2
3481,,Classificando uma Árvore,SQL,,823,2
3482,,Seguidores,SQL,,773,2
3483,,Segundo Maior e Menor,SQL,,1.258,2
3484,,Turma Dividida,Estruturas e Bibliotecas,,421,2
3486,,Display Register,Ad-Hoc,,64,2
3487,,Firmware - Substring Manipulation,Ad-Hoc,,86,5
3488,,Binary/Hexadecimal Number Systems,Ad-Hoc,,188,1
3489,,C++ Templates and STL Containers,Ad-Hoc,,58,5
3490,,Ache a senha!,Iniciante,,263,1
3491,,Bilhete codificado,Iniciante,,194,2
3492,,Ranking turismo CE,SQL,,70,1
3493,,Copos empilhados,Iniciante,,143,2
3494,,Palavras transformadas,Iniciante,,89,2
3495,,Gianzin Berranteiro,Iniciante,,232,2
3496,,Promoção imperdível,Paradigmas,,53,2
3498,,Pares especiais,Estruturas e Bibliotecas,,28,2
3499,,"Bella, a cachorrinha sapeca",Iniciante,,158,2
3500,,Inversão de Número,Iniciante,,246,3
3501,,Maior número na matriz,Ad-Hoc,,31,2
3502,,Montagem de looks,Matemática,,104,2
3503,,Jogo dos números,Grafos,,7,1
3504,,Frase palíndromo,Strings,,25,2
3505,,Controle de Ingredientes,SQL,,12,2
